track_name	track_artist	track_popularity	track_album_name	track_album_release_date	playlist_name	playlist_id	dancebility	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	subgenre	genre
SenSei	Trill Pem	51	SenSei	2019-08-27	Trap strefa	joX0pa	0.758	0.535	7	-8.595	1	0.396	0.457	NA	0.0881	0.527	147.068	138776	trap	rap
Promienie Slonca	Young Igi	52	Promienie Slonca	2019-08-08	Trap strefa	joX0pa	0.788	0.599	6	-5.082	0	0.123	0.205	0	0.0613	0.66	150.023	176014	trap	rap
Twister	Zabson	56	Twister	2019-08-08	Trap strefa	joX0pa	0.631	0.8	0	-4.901	1	0.116	0.118	0.000166	0.0912	0.426	119.281	211006	trap	rap
Rainman	Tymek	67	Rainman	2019-05-29	Trap strefa	joX0pa	0.802	0.652	8	-5.142	1	0.356	0.18	0	0.266	0.452	154.035	225982	trap	rap
Sny z ulicy	Beteo	48	Sny z ulicy	2019-07-14	Trap strefa	joX0pa	0.698	0.732	8	-7.344	1	0.198	0.694	1.11e-06	0.0943	0.3	139.958	146455	trap	rap
Yakuza	Szymi Szyms	56	Yakuza	2019-06-28	Trap strefa	joX0pa	0.775	0.605	7	-8.078	1	0.386	0.58	0	0.165	0.537	150.03	194400	trap	rap
Jagodzianki (prod.by Abel de Jong)	Malik Montana	62	Jagodzianki (prod.by Abel de Jong)	2019-04-05	Trap strefa	joX0pa	0.957	0.664	9	-10.458	0	0.283	0.295	2.41e-06	0.217	0.805	126.986	160630	trap	rap
Klubowa Suka	C0PIK	62	Klubowa Suka	2019-03-26	Trap strefa	joX0pa	0.733	0.591	2	-11.968	1	0.32	0.265	0	0.188	0.637	133.954	121836	trap	rap
Surfer	Be Vis	65	Surfer	2018-05-17	Trap strefa	joX0pa	0.832	0.535	9	-10.714	1	0.194	0.143	0	0.246	0.556	120.008	155276	trap	rap
Biblioteka Trap	Mata	64	Biblioteka Trap	2019-05-20	Trap strefa	joX0pa	0.642	0.717	1	-7.342	1	0.163	0.0945	6.01e-06	0.107	0.156	148.145	215676	trap	rap
Mow	Otsochodzi	56	Mow	2019-05-10	Trap strefa	joX0pa	0.679	0.673	0	-7.484	0	0.346	0.235	0	0.246	0.538	143.675	220000	trap	rap
Sikam Szampan	Mr. Polska	56	Sikam Szampan	2019-05-22	Trap strefa	joX0pa	0.933	0.763	9	-9.582	0	0.0792	0.614	0.000758	0.109	0.798	130.031	148651	trap	rap
Pure Water (with Migos)	Mustard	31	Pure Water (with Migos)	2019-01-16	Trap strefa	joX0pa	0.68	0.559	0	-5.545	1	0.129	0.172	0	0.318	0.137	202.006	194520	trap	rap
Oznaka Mezczyzn	Young Igi	47	Oznaka Mezczyzn	2019-03-07	Trap strefa	joX0pa	0.766	0.614	5	-8.209	0	0.154	0.105	0	0.147	0.57	155.992	175385	trap	rap
Panini	Lil Nas X	13	Panini	2019-06-20	Trap strefa	joX0pa	0.703	0.594	5	-6.146	0	0.0752	0.342	0	0.123	0.475	153.848	114893	trap	rap
Poza Kontrola	Tymek	56	Poza Kontrola	2019-02-07	Trap strefa	joX0pa	0.805	0.418	9	-9.677	0	0.198	0.55	0	0.0765	0.717	126.009	163758	trap	rap
Ghetto Flex	Kabe	53	Ghetto Flex	2019-04-16	Trap strefa	joX0pa	0.796	0.699	0	-8.73	1	0.267	0.214	3.15e-06	0.265	0.541	140.014	148000	trap	rap
Worldwide	Otsochodzi	45	Worldwide	2018-12-12	Trap strefa	joX0pa	0.79	0.63	6	-6.956	1	0.101	0.00678	0	0.121	0.556	144.983	165517	trap	rap
candy.doll	schafter	59	hors doeuvre	2018-10-31	Trap strefa	joX0pa	0.717	0.599	11	-11.471	0	0.116	0.299	0.00404	0.0594	0.22	81.027	136150	trap	rap
Sezon	Otsochodzi	54	Milosc	2019-02-01	Trap strefa	joX0pa	0.805	0.568	6	-8.731	0	0.293	0.144	0	0.096	0.372	140.023	222857	trap	rap
Bestia	Young Igi	48	Bestia	2018-09-21	Trap strefa	joX0pa	0.496	0.468	9	-9.015	0	0.294	0.634	0	0.107	0.365	94.034	197886	trap	rap
Porsche	Kukon	55	Piekny bol	2018-09-08	Trap strefa	joX0pa	0.703	0.644	9	-6.464	0	0.13	0.318	NA	0.0882	0.291	131.999	240154	trap	rap
Euforia	Otsochodzi	45	Euforia	2018-09-17	Trap strefa	joX0pa	0.761	0.777	8	-5.62	0	0.139	0.0484	0	0.129	0.743	142.116	194789	trap	rap
Nowy Kolor	Otsochodzi	57	Nowy Kolor	2017-11-24	Trap strefa	joX0pa	0.694	0.663	11	-6.882	0	0.334	0.631	0	0.0906	0.214	154.852	188113	trap	rap
La vida loca	White 2115	44	La vida loca	2018-05-16	Trap strefa	joX0pa	0.665	0.614	0	-8.837	1	0.0381	0.1	0	0.12	0.422	150.082	153617	trap	rap
SWISH	Tyga	73	SWISH	2018-07-25	Trap strefa	joX0pa	0.884	0.541	11	-5.608	1	0.221	0.0831	0	0.118	0.274	105.009	194936	trap	rap
Usmiech	Siles	50	Usmiech	2018-07-03	Trap strefa	joX0pa	0.705	0.622	5	-5.363	0	0.0764	0.0543	0	0.33	0.147	149.968	190658	trap	rap
Mask Off - Remix	Future	68	Mask Off (Remix)	2017-05-23	Trap strefa	joX0pa	0.727	0.431	2	-12.007	1	0.395	0.0111	0.0166	0.506	0.223	150.005	257987	trap	rap
SAD!	XXXTENTACION	87	?	2018-03-16	Trap strefa	joX0pa	0.74	0.613	8	-4.88	1	0.145	0.258	0.00372	0.123	0.473	75.023	166606	trap	rap
Noc	White 2115	45	Noc	2018-02-14	Trap strefa	joX0pa	0.698	0.676	1	-7.143	1	0.0331	0.524	NA	0.32	0.516	94.079	187858	trap	rap
Visa	TACONAFIDE	56	Soma 0,5 mg	2018-04-13	Trap strefa	joX0pa	0.786	0.671	1	-6.65	1	0.175	0.32	0	0.105	0.351	94.992	208296	trap	rap
MINIMINI	2K	57	BORuto	2018-03-05	Trap strefa	joX0pa	0.71	0.543	6	-9.724	1	0.172	0.01	0	0.152	0.315	92.113	188152	trap	rap
Malportau	Big Soto	62	Malportau	2019-12-20	Trapperz	VS9sZ7	0.903	0.651	6	-5.8	1	0.16	0.00836	NA	0.11	0.719	145.015	213471	trap	rap
Sake	WE$T DUBAI	63	Sake	2019-12-27	Trapperz	VS9sZ7	0.971	0.507	0	-7.575	1	0.222	0.0213	0	0.101	0.716	127.039	212688	trap	rap
Flashes	ODDLIQUOR	23	Flashes	2020-01-15	Trapperz	VS9sZ7	0.763	0.573	0	-7.657	1	0.0419	0.155	0	0.217	0.198	130.004	210462	trap	rap
Criminal	Neo Pistea	65	Criminal	2019-10-03	Trapperz	VS9sZ7	0.91	0.606	9	-5.029	1	0.219	0.402	0	0.0803	0.792	140.051	220148	trap	rap
Mentira	Kinder Malo	55	Mentira	2019-12-20	Trapperz	VS9sZ7	0.652	0.464	4	-5.928	0	0.0872	0.443	0	0.0919	0.526	139.901	203854	trap	rap
Goteo	Duki	79	Goteo	2019-08-07	Trapperz	VS9sZ7	0.473	0.779	1	-3.725	1	0.0414	0.186	0	0.189	0.438	108.287	164458	trap	rap
Animo (feat. Duki & Midel)	Khea	66	Animo (feat. Duki & Midel)	2019-11-07	Trapperz	VS9sZ7	0.817	0.59	0	-4.197	0	0.095	0.203	0	0.152	0.461	129.997	169846	trap	rap
Boss	La Zowi	53	Boss	2019-12-10	Trapperz	VS9sZ7	0.806	0.629	1	-6.341	1	0.119	0.00511	5.68e-05	0.112	0.225	139.94	150893	trap	rap
Chico, Que Te Pasa?	Pekeno 77	49	EP3: Conoci La Muerte y No Era Tan Mala	2019-12-13	Trapperz	VS9sZ7	0.838	0.291	2	-9.485	1	0.14	0.0306	7.97e-06	0.107	0.348	130.227	125174	trap	rap
Cara de Diablo	Midel	66	Cara de Diablo	2019-11-28	Trapperz	VS9sZ7	0.786	0.717	0	-3.778	0	0.0628	0.372	0	0.202	0.559	75.02	173512	trap	rap
NI BIEN NI MAL	Bad Bunny	79	X 100PRE	2018-12-23	Trapperz	VS9sZ7	0.826	0.449	5	-8.33	0	0.0674	0.556	1.85e-05	0.273	0.337	128.028	236216	trap	rap
Fresko	Bhavi	71	Fresko	2019-10-20	Trapperz	VS9sZ7	0.856	0.482	3	-8.99	0	0.0522	0.152	0	0.134	0.431	124.05	201290	trap	rap
Tamo Lindo	Pekeno 77	61	Tamo Lindo	2019-09-27	Trapperz	VS9sZ7	0.761	0.783	5	-1.903	0	0.187	0.381	6.06e-06	0.122	0.745	167.898	165722	trap	rap
Plaqtudum - Frijo & Negro Dub Remix	Recayd Mob	45	Plaqtudum (Frijo & Negro Dub Remix)	2019-12-13	Trapperz	VS9sZ7	0.877	0.665	1	-6.116	1	0.0538	0.406	3.53e-05	0.232	0.143	122.004	199078	trap	rap
DESFILAR MIS PENAS (prod. ASAN)	Ysy A	60	HECHO A MANO	2019-11-11	Trapperz	VS9sZ7	0.758	0.778	8	-4.39	1	0.0492	0.491	0	0.207	0.837	135.984	151214	trap	rap
Perdon	Duki	61	Super Sangre Joven	2019-11-01	Trapperz	VS9sZ7	0.749	0.689	7	-5.743	1	0.101	0.246	0.000231	0.229	0.632	74.974	218639	trap	rap
Como Dimelo	Nicki Nicole	65	Recuerdos	2019-11-08	Trapperz	VS9sZ7	0.731	0.562	5	-8.384	0	0.0432	0.226	0.00017	0.196	0.508	138.055	2e+05	trap	rap
NEGOCIANDO POR TIEMPO (prod. SHIGANT-G)	Ysy A	55	HECHO A MANO	2019-11-11	Trapperz	VS9sZ7	0.609	0.706	11	-3.077	0	0.0624	0.663	NA	0.16	0.356	129.6	179034	trap	rap
Samurai (feat. Big Soto)	Lit Killah	57	Samurai (feat. Big Soto)	2019-10-31	Trapperz	VS9sZ7	0.84	0.665	7	-6.4	1	0.252	0.15	6.1e-06	0.0916	0.541	144.89	156123	trap	rap
A Punta de Espada	Duki	41	A Punta de Espada	2019-10-17	Trapperz	VS9sZ7	0.8	0.64	8	-4.493	1	0.0597	0.436	4.91e-05	0.634	0.493	90.009	202667	trap	rap
Gan-Ga	Bryant Myers	74	Gan-Ga	2019-07-26	Trapperz	VS9sZ7	0.856	0.523	6	-7.5	0	0.419	0.228	0	0.0895	0.378	89.912	194700	trap	rap
A$AP	Dillom	66	A$AP	2019-09-27	Trapperz	VS9sZ7	0.942	0.808	10	-5.317	0	0.119	0.073	0	0.0935	0.444	98.978	184242	trap	rap
A Mi Manera	Seven Kayne	55	A Mi Manera	2019-10-24	Trapperz	VS9sZ7	0.626	0.753	5	-4.5	0	0.0676	0.0533	0.000159	0.252	0.55	160.006	138000	trap	rap
Te Lo Adverti	Ecko	60	Te Lo Adverti	2019-09-27	Trapperz	VS9sZ7	0.726	0.611	4	-6.966	0	0.0405	0.0712	3.08e-06	0.101	0.328	100.976	146360	trap	rap
Titi Flaco	Pekeno 77	52	Titi Flaco	2019-11-08	Trapperz	VS9sZ7	0.913	0.714	2	-3.136	1	0.129	0.00472	3.13e-05	0.361	0.869	129.013	137214	trap	rap
LA LATINA	Rels B	64	LA LATINA	2019-09-18	Trapperz	VS9sZ7	0.846	0.792	6	-6.453	1	0.0383	0.348	0.00965	0.0892	0.579	135.998	186823	trap	rap
No Creo	Big Soto	55	No Creo	2019-09-27	Trapperz	VS9sZ7	0.8	0.629	1	-3.998	1	0.103	0.22	0	0.425	0.37	134.999	208731	trap	rap
Detenido	Pekeno 77	59	Detenido	2019-09-06	Trapperz	VS9sZ7	0.769	0.867	0	-2.809	1	0.166	0.386	NA	0.126	0.688	130.165	140212	trap	rap
Mucha Data	Cazzu	69	Error 93	2019-06-03	Trapperz	VS9sZ7	0.695	0.522	8	-7.271	1	0.321	0.192	9.94e-05	0.0816	0.327	134.979	154066	trap	rap
Zigzag	Bhavi	61	Zigzag	2019-07-31	Trapperz	VS9sZ7	0.897	0.523	0	-6.574	1	0.108	0.025	1.12e-06	0.118	0.336	144.978	167238	trap	rap
TRAPPERZ A Mafia Da Sicilia (feat. MC Davo & Fuego)	Felp 22	63	TRAPPERZ A Mafia Da Sicilia (feat. MC Davo & Fuego)	2019-06-21	Trapperz	VS9sZ7	0.774	0.583	5	-7.717	0	0.0847	0.284	0.371	0.153	0.334	89.999	302251	trap	rap
Superglue	Dillom	63	Superglue	2018-12-05	Trapperz	VS9sZ7	0.887	0.627	9	-6.989	0	0.254	0.136	0.00288	0.0914	0.53	80.025	123038	trap	rap
No Puedo	Paulo Londra	73	Homerun	2019-05-23	Trapperz	VS9sZ7	0.792	0.68	5	-5.392	0	0.119	0.361	0	0.1	0.519	140.041	175029	trap	rap
Un Minutito	Aleman	58	Humo en la Trampa	2019-04-20	Trapperz	VS9sZ7	0.962	0.221	3	-10.071	1	0.14	0.0521	NA	0.15	0.656	128.019	186777	trap	rap
Animal	Eladio Carrion	58	Animal	2019-07-05	Trapperz	VS9sZ7	0.752	0.64	6	-7.286	0	0.113	0.294	0	0.126	0.529	116.923	217737	trap	rap
Hitboy	Duki	66	Hitboy	2019-06-05	Trapperz	VS9sZ7	0.812	0.633	8	-6.629	1	0.107	0.153	NA	0.122	0.616	150.009	179204	trap	rap
Toma	Neutro Shorty	47	Apokalypsis	2019-07-26	Trapperz	VS9sZ7	0.882	0.574	7	-7.121	1	0.197	0.228	0	0.159	0.609	134.98	202411	trap	rap
Rangos	Pekeno 77	10	Rangos	2019-03-17	Trapperz	VS9sZ7	0.945	0.565	2	-6.194	1	0.159	0.113	6.92e-06	0.0686	0.509	119.938	128880	trap	rap
Caro	Bad Bunny	77	X 100PRE	2018-12-23	Trapperz	VS9sZ7	0.651	0.575	0	-7.739	1	0.299	0.627	0.000202	0.0961	0.248	160.007	229456	trap	rap
Todo de Oro	Ysy A	59	Todo de Oro	2019-07-02	Trapperz	VS9sZ7	0.877	0.481	1	-7.538	1	0.167	0.0608	0	0.0924	0.378	123.979	158741	trap	rap
La Playa	Myke Towers	79	La Playa	2019-04-09	Trapperz	VS9sZ7	0.796	0.683	10	-2.754	0	0.15	0.108	0	0.107	0.353	140.108	207731	trap	rap
La Clase	Cazzu	61	Error 93	2019-06-03	Trapperz	VS9sZ7	0.849	0.56	1	-8.573	1	0.344	0.181	3.29e-06	0.223	0.299	130.924	267171	trap	rap
MOSH	Polima Westcoast	55	MOSH	2019-07-12	Trapperz	VS9sZ7	0.82	0.779	1	-7.65	1	0.196	0.0221	0	0.078	0.717	141.998	139328	trap	rap
Calientito Boyz	Young Eiby	36	Calientito Boyz	2019-07-12	Trapperz	VS9sZ7	0.718	0.529	8	-5.668	1	0.252	0.228	9.16e-06	0.222	0.682	82.594	161000	trap	rap
Sin Culpa (feat. DrefQuila)	Duki	69	Sin Culpa (feat. DrefQuila)	2018-12-07	Trapperz	VS9sZ7	0.641	0.652	8	-8.575	0	0.264	0.42	1.74e-06	0.094	0.406	175.022	244771	trap	rap
Si No Fue Asi	Midel	55	Si No Fue Asi	2019-06-14	Trapperz	VS9sZ7	0.71	0.798	5	-3.597	0	0.0442	0.193	0	0.209	0.503	126.974	185197	trap	rap
Tsunami	Bipo Montana	49	Tsunami	2019-06-21	Trapperz	VS9sZ7	0.762	0.869	2	-1.009	1	0.0965	0.194	0	0.0798	0.547	86.011	204318	trap	rap
Me Despierto	Ecko	48	Me Despierto	2019-06-07	Trapperz	VS9sZ7	0.818	0.664	9	-4.684	1	0.0463	0.192	0	0.0927	0.729	133.01	185865	trap	rap
Humo en la Trampa	Aleman	67	Humo en la Trampa	2019-04-20	Trapperz	VS9sZ7	0.917	0.536	11	-9.362	0	0.289	0.142	0	0.122	0.657	129.011	258354	trap	rap
Free Life	K-Y-O	37	Free Life	2019-07-03	Trapperz	VS9sZ7	0.769	0.487	1	-9.718	1	0.276	0.802	0	0.118	0.475	139.901	166286	trap	rap
Sigo Fresh	Fuego	61	Sigo Fresh	2019-02-13	Trapperz	VS9sZ7	0.716	0.562	5	-6.739	0	0.0641	0.477	NA	0.0649	0.58	127.053	190253	trap	rap
Osiris	Matstubs	48	Destined	2020-01-07	Trap Nation	YYfJpE	0.301	0.626	8	-7.418	0	0.104	0.0693	0.554	0.0895	0.217	82.265	189257	trap	rap
Eyes Closed	Teri Miko	32	Eyes Closed	2020-01-16	Trap Nation	YYfJpE	0.399	0.862	8	-4.291	0	0.417	0.223	4.99e-06	0.383	0.486	149.263	211000	trap	rap
Disconnected	Lucchii	36	Disconnected	2020-01-13	Trap Nation	YYfJpE	0.512	0.877	5	-5.548	0	0.574	0.711	0	0.425	0.317	128.224	277500	trap	rap
ANXIETY	KLOUD	42	PRIMAL	2020-01-13	Trap Nation	YYfJpE	0.519	0.763	1	-6.275	1	0.0353	0.017	0	0.12	0.105	114.971	221217	trap	rap
Inside	Jagsy	34	Inside	2020-01-15	Trap Nation	YYfJpE	0.526	0.912	10	-5.816	0	0.0848	0.129	NA	0.328	0.339	145.043	177103	trap	rap
ERROR	KLOUD	53	ERROR	2019-11-18	Trap Nation	YYfJpE	0.575	0.825	10	-2.096	0	0.064	0.00468	0.00229	0.14	0.107	116.042	243103	trap	rap
Virtuoso	Sace	42	Virtuoso	2019-11-11	Trap Nation	YYfJpE	0.455	0.897	2	-3.068	1	0.0883	0.0245	0.649	0.222	0.25	150.004	238681	trap	rap
Better Times	Psylla	10	Better Times	2020-01-14	Trap Nation	YYfJpE	0.305	0.683	10	-5.9	0	0.105	0.0478	0.867	0.228	0.326	105.028	247017	trap	rap
You Dont Know	Sweeper	35	Animate	2019-11-22	Trap Nation	YYfJpE	0.549	0.819	6	-6.068	0	0.051	3.18e-05	NA	0.0886	0.301	99.99	254400	trap	rap
Alone	Klon	31	Alone	2020-01-15	Trap Nation	YYfJpE	0.596	0.712	11	-5.558	0	0.042	0.0977	0	0.328	0.381	149.935	222154	trap	rap
Destined	Matstubs	43	Destined	2020-01-07	Trap Nation	YYfJpE	0.5	0.609	1	-8.793	0	0.0945	0.00774	0.00562	0.332	0.15	163.94	216585	trap	rap
Lies - ATLAST Remix	KLOUD	42	Lies (Remixes)	2019-10-30	Trap Nation	YYfJpE	0.494	0.777	10	-6.716	0	0.0546	0.00153	5.35e-05	0.123	0.26	92.027	210612	trap	rap
Lava Lamp	Luude	49	Lava Lamp	2019-12-16	Trap Nation	YYfJpE	0.621	0.889	8	-6.393	1	0.0382	0.0134	0.41	0.15	0.155	125.995	186677	trap	rap
Poison	Coopex	47	Poison	2019-12-20	Trap Nation	YYfJpE	0.428	0.53	7	-9.295	0	0.0455	0.261	0.000495	0.0934	0.052	155.017	151778	trap	rap
different	Jaydon Lewis	39	different	2020-01-09	Trap Nation	YYfJpE	0.892	0.592	5	-9.991	1	0.145	0.391	NA	0.0903	0.244	114.968	157049	trap	rap
Oops!... I Did It Again	why mona	52	Oops!... I Did It Again	2019-12-13	Trap Nation	YYfJpE	0.798	0.664	8	-4.321	0	0.03	0.46	7.37e-06	0.157	0.314	110.025	200727	trap	rap
Sacrifice	Hex Cougar	47	Sacrifice	2019-12-05	Trap Nation	YYfJpE	0.453	0.616	4	-9.329	0	0.0456	0.0304	0.000105	0.172	0.0397	139.987	227493	trap	rap
On My Own	BRAN	25	On My Own	2020-01-17	Trap Nation	YYfJpE	0.522	0.695	11	-5.971	0	0.0499	0.112	0	0.101	0.121	159.778	159000	trap	rap
Blood Moon	Tarro	51	Blood Moon	2019-11-08	Trap Nation	YYfJpE	0.457	0.67	4	-4.859	0	0.0815	0.276	4.81e-06	0.105	0.267	150.093	201600	trap	rap
Animate	Sweeper	42	Animate	2019-11-22	Trap Nation	YYfJpE	0.478	0.94	10	-4.912	0	0.0637	0.000245	0.847	0.116	0.273	149.994	284800	trap	rap
All in My Head	xChenda	42	All in My Head	2020-01-08	Trap Nation	YYfJpE	0.315	0.77	5	-3.913	0	0.0929	0.454	0	0.122	0.433	140.095	220853	trap	rap
Eclypse	BEATSMASH	38	Eclypse	2020-01-10	Trap Nation	YYfJpE	0.367	0.742	5	-5.827	0	0.0352	0.0851	0.804	0.121	0.223	149.937	212000	trap	rap
Awake	TWO LANES	42	Drifting	2019-05-31	Trap Nation	YYfJpE	0.5	0.586	11	-9.641	0	0.283	0.605	0.0124	0.194	0.172	160.179	160219	trap	rap
Lies	BEATSMASH	42	Lies	2019-11-20	Trap Nation	YYfJpE	0.505	0.784	8	-4.587	0	0.0372	0.00541	0.000647	0.0865	0.395	77.452	168774	trap	rap
Dive	Cozmoe	42	Dive	2019-12-11	Trap Nation	YYfJpE	0.693	0.747	0	-7.469	0	0.058	0.172	0.00325	0.105	0.252	131.986	261818	trap	rap
Im Fine	William Black	52	Pages	2019-08-22	Trap Nation	YYfJpE	0.662	0.653	2	-6.152	1	0.0526	0.19	2.65e-05	0.117	0.159	137.985	210435	trap	rap
Satellite	Cozmoe	40	Satellite	2019-11-13	Trap Nation	YYfJpE	0.543	0.58	2	-7.065	1	0.241	0.797	0.784	0.113	0.343	81.738	234146	trap	rap
Angst	INZO	53	Angst	2019-11-21	Trap Nation	YYfJpE	0.283	0.782	7	-6.243	0	0.122	0.0189	NA	0.0994	0.0807	150.306	202400	trap	rap
Keep Working	Vaski	45	Keep Working	2019-12-04	Trap Nation	YYfJpE	0.701	0.682	5	-11.993	1	0.205	0.0285	0.00319	0.332	0.267	100.029	211168	trap	rap
Signals	TRY Deny	42	Signals	2019-11-11	Trap Nation	YYfJpE	0.253	0.72	8	-5.973	1	0.056	0.159	0.0157	0.155	0.132	70.515	214400	trap	rap
lift me from the ground - Jaron Remix	San Holo	47	album1 (a lot of remixes)	2019-12-20	Trap Nation	YYfJpE	0.541	0.51	11	-4.282	0	0.0644	0.0142	5.73e-05	0.0967	0.226	147.143	250612	trap	rap
Hurts Like Hell	Evernone	47	Hurts Like Hell	2020-01-03	Trap Nation	YYfJpE	0.591	0.826	7	-8.347	0	0.113	0.00569	0.000266	0.0751	0.33	145.029	168828	trap	rap
Hourglass	Hex Cougar	49	Hourglass	2019-11-14	Trap Nation	YYfJpE	0.545	0.862	2	-4.686	1	0.42	0.0155	0.00319	0.363	0.678	164.93	212637	trap	rap
Alive	Snavs	50	Alive	2019-10-04	Trap Nation	YYfJpE	0.439	0.546	5	-7.086	0	0.0356	0.157	1.57e-06	0.472	0.166	149.889	183258	trap	rap
Planet Earth	Jinco	49	Planet Earth	2019-11-15	Trap Nation	YYfJpE	0.564	0.669	9	-2.579	0	0.421	0.3	0.00346	0.127	0.465	150.123	2e+05	trap	rap
Ruins	William Black	44	Pages	2019-08-22	Trap Nation	YYfJpE	0.444	0.723	5	-6.496	1	0.0467	0.0495	0	0.186	0.241	170.008	243529	trap	rap
Mercury	Fytch	48	Mercury	2019-10-18	Trap Nation	YYfJpE	0.41	0.814	0	-6.563	0	0.102	0.0129	0.000326	0.0782	0.471	139.939	156643	trap	rap
Breathe	T-Mass	32	Breathe	2020-01-17	Trap Nation	YYfJpE	0.513	0.849	1	-3.637	1	0.0617	0.00168	0.346	0.129	0.23	160.061	231269	trap	rap
When You Need Me	Silent Child	46	When You Need Me	2019-11-29	Trap Nation	YYfJpE	0.452	0.634	1	-5.627	0	0.141	0.495	0	0.143	0.198	80.036	192938	trap	rap
Calamity	Psylla	41	Calamity	2019-11-26	Trap Nation	YYfJpE	0.594	0.857	0	-6.441	1	0.0423	0.126	0.729	0.111	0.0581	102.882	195449	trap	rap
so sad	Mike Vallas	43	so sad	2019-11-01	Trap Nation	YYfJpE	0.401	0.308	6	-12.464	1	0.117	0.389	0.0057	0.143	0.205	147.314	169079	trap	rap
Lost in the Space	Coopex	39	Lost in the Space	2020-01-10	Trap Nation	YYfJpE	0.582	0.587	0	-6.304	0	0.035	0.265	0	0.0998	0.313	75.026	200187	trap	rap
Drifting - Tim Schaufert Remix	TWO LANES	43	Drifting (Remixes)	2019-11-22	Trap Nation	YYfJpE	0.611	0.393	9	-13.501	0	0.144	0.292	0.908	0.112	0.167	80.006	189273	trap	rap
The Voices	dreamEater	48	The Voices	2019-12-13	Trap Nation	YYfJpE	0.411	0.848	5	-3.024	0	0.0404	0.138	4.64e-05	0.0789	0.149	179.963	188000	trap	rap
Go	Uplink	47	Go	2019-08-30	Trap Nation	YYfJpE	0.495	0.926	1	-3.333	0	0.0556	0.0126	0	0.263	0.523	155.031	176079	trap	rap
Fallout	The FifthGuys	51	Fallout	2019-11-04	Trap Nation	YYfJpE	0.551	0.622	2	-8.823	1	0.109	0.00805	0.0402	0.703	0.0739	180.165	209485	trap	rap
Fall Hard	Bruer	45	Fall Hard	2019-10-25	Trap Nation	YYfJpE	0.598	0.665	6	-4.399	0	0.0908	0.00958	0.0013	0.106	0.183	92.072	211304	trap	rap
Dance Monkey	Coopex	57	Dance Monkey	2019-12-23	Trap Nation	YYfJpE	0.566	0.767	6	-6.15	0	0.0817	0.106	0	0.0862	0.236	98.111	194707	trap	rap
Distance	Squired	37	Distance	2019-12-13	Trap Nation	YYfJpE	0.544	0.924	8	-3.094	0	0.0443	0.00154	NA	0.136	0.28	160.039	175386	trap	rap
Hole in the Earth	AWAY	46	Hole in the Earth	2019-08-15	Trap Nation	YYfJpE	0.619	0.697	11	-4.103	0	0.163	0.122	0.00214	0.303	0.523	149.94	256012	trap	rap
No Escape	2nd Life	49	No Escape	2019-10-11	Trap Nation	YYfJpE	0.526	0.773	2	-7.79	0	0.0513	0.0286	0.02	0.377	0.172	146.055	175966	trap	rap
A Little Less Conversation (feat. The Great Escape)	Nebbra	57	A Little Less Conversation (feat. The Great Escape)	2019-12-06	Trap Nation	YYfJpE	0.44	0.71	5	-6.093	0	0.131	0.567	0.000196	0.212	0.837	93.147	171474	trap	rap
Lion	Alban Chela	38	Lion	2020-01-10	Trap Nation	YYfJpE	0.7	0.702	2	-8.066	1	0.0336	0.0159	0.666	0.0519	0.129	103.996	191983	trap	rap
Pull Me In	Inukshuk	42	Pull Me In	2019-10-17	Trap Nation	YYfJpE	0.259	0.76	4	-5.029	1	0.0709	0.0354	0	0.174	0.232	171.777	252000	trap	rap
W.Y.L.I.G.	The FifthGuys	49	W.Y.L.I.G.	2019-09-26	Trap Nation	YYfJpE	0.709	0.729	1	-7.836	1	0.0337	0.00689	0.000152	0.0938	0.59	129.968	181615	trap	rap
Insidious	TRVNSPORTER	36	Insidious	2020-01-13	Trap Nation	YYfJpE	0.521	0.882	4	-5.268	0	0.0455	0.00922	0.634	0.349	0.112	140.028	181875	trap	rap
Infected Brain	Levianth	20	Infected Brain	2020-01-17	Trap Nation	YYfJpE	0.301	0.824	9	-5.921	0	0.202	0.0592	0.000951	0.137	0.134	149.737	156817	trap	rap
Bring You Down	KDrew	45	Bring You Down	2019-11-14	Trap Nation	YYfJpE	0.702	0.801	9	-5.239	0	0.0928	0.336	9.89e-05	0.0934	0.236	127.976	187500	trap	rap
Overthinker	INZO	65	Overthinker	2018-07-23	Trap Nation	YYfJpE	0.472	0.605	8	-4.437	1	0.134	0.0311	0.0308	0.101	0.212	128.375	268000	trap	rap
Lovely	Midsplit	53	Lovely	2019-05-22	Trap Nation	YYfJpE	0.623	0.494	4	-7.521	0	0.0618	0.147	0	0.275	0.26	115.132	187795	trap	rap
Find You	Badrapper	5	Find You	2019-02-27	Trap Nation	YYfJpE	0.489	0.757	1	-5.229	1	0.066	0.116	0.00327	0.754	0.254	89.944	218667	trap	rap
Say It Now	Coopex	47	Say It Now	2019-12-13	Trap Nation	YYfJpE	0.553	0.757	3	-6.935	0	0.0542	0.00209	0.0264	0.279	0.106	150.041	190542	trap	rap
By My Side	T-Mass	6	By My Side	2019-05-01	Trap Nation	YYfJpE	0.477	0.808	6	-4.517	0	0.0561	0.00765	3.41e-05	0.179	0.262	145.07	234099	trap	rap
